,,,,,R-51a,R-10a,,,,,Q-51a,Q-10a,,,,,P-51a,P-10a,,,,,,,O-51a,O-10a,,,,,N-51a,N-10a,,,,,M-51a,M-10a,,,,,L-51a,L-10a,,,,,K-51a,K-10a,,,,,J-51a,J-10a,,,,,I-51a,I-10a,,,,,,,H-51a,H-10a,,,,,G-51a,G-10a,,,,,F-51a,F-10a,,,,,E-51a,E-10a,,,,,D-51a,D-10a,,,,,C-51a,C-10a,,,,,B-51a,B-10a,,,,,,,,AF-44,AF-09,,,AE-44,AE-09,,,AD-44,AD-09,,,AC-44,AC-09,,,AB-44,AB-09,,,,
,,,,,R-51b,R-10b,,,,,Q-51b,Q-10b,,,,,P-51b,P-10b,,,,,,,O-51b,O-10b,,,,,N-51b,N-10b,,,,,M-51b,M-10b,,,,,L-51b,L-10b,,,,,K-51b,K-10b,,,,,J-51b,J-10b,,,,,I-51b,I-10b,,,,,,,H-51b,H-10b,,,,,G-51b,G-10b,,,,,F-51b,F-10b,,,,,E-51b,E-10b,,,,,D-51b,D-10b,,,,,C-51b,C-10b,,,,,B-51b,B-10b,,,,,,,,AF-45,AF-08,,,AE-45,AE-08,,,AD-45,AD-08,,,AC-45,AC-08,,,AB-45,AB-08,,,,
,,,,,R-52a,R-09a,,,,,Q-52a,Q-09a,,,,,P-52a,P-09a,,,,,,,O-52a,O-09a,,,,,N-52a,N-09a,,,,,M-52a,M-09a,,,,,L-52a,L-09a,,,,,K-52a,K-09a,,,,,J-52a,J-09a,,,,,I-52a,I-09a,,,,,,,H-52a,H-09a,,,,,G-52a,G-09a,,,,,F-52a,F-09a,,,,,E-52a,E-09a,,,,,D-52a,D-09a,,,,,C-52a,C-09a,,,,,B-52a,B-09a,,,,,,,,AF-45,AF-08,,,AE-45,AE-08,,,AD-45,AD-08,,,AC-45,AC-08,,,AB-45,AB-08,,,,
,,,,,R-52b,R-09b,,,,,Q-52b,Q-09b,,,,,P-52b,P-09b,,,,,,,O-52b,O-09b,,,,,N-52b,N-09b,,,,,M-52b,M-09b,,,,,L-52b,L-09b,,,,,K-52b,K-09b,,,,,J-52b,J-09b,,,,,I-52b,I-09b,,,,,,,H-52b,H-09b,,,,,G-52b,G-09b,,,,,F-52b,F-09b,,,,,E-52b,E-09b,,,,,D-52b,D-09b,,,,,C-52b,C-09b,,,,,B-52b,B-09b,,,,,,,,AF-46,AF-07,,,AE-46,AE-07,,,AD-46,AD-07,,,AC-46,AC-07,,,AB-46,AB-07,,,,
,,,,R-53a,R-53b,R-08a,R-08b,,,Q-53a,Q-53b,Q-08a,Q-08b,,,P-53a,P-53b,P-08a,P-08b,,,,,O-53a,O-53b,O-08a,O-08b,,,N-53a,N-53b,N-08a,N-08b,,,M-53a,M-53b,M-08a,M-08b,,,L-53a,L-53b,L-08a,L-08b,,,K-53a,K-53b,K-08a,K-08b,,,J-53a,J-53b,J-08a,J-08b,,,I-53a,I-53b,I-08a,I-08b,,,,,H-53a,H-53b,H-08a,H-08b,,,G-53a,G-53b,G-08a,G-08b,,,F-53a,F-53b,F-08a,F-08b,,,E-53a,E-53b,E-08a,E-08b,,,D-53a,D-53b,D-08a,D-08b,,,C-53a,C-53b,C-08a,C-08b,,,B-53a,B-53b,B-08a,B-08b,,,,,,,AF-46,AF-07,,,AE-46,AE-07,,,AD-46,AD-07,,,AC-46,AC-07,,,AB-46,AB-07,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,R-54b,R-54a,R-07b,R-07a,,,Q-54b,Q-54a,Q-07b,Q-07a,,,P-54b,P-54a,P-07b,P-07a,,,,,O-54b,O-54a,O-07b,O-07a,,,N-54b,N-54a,N-07b,N-07a,,,M-54b,M-54a,M-07b,M-07a,,,L-54b,L-54a,L-07b,L-07a,,,K-54b,K-54a,K-07b,K-07a,,,J-54b,J-54a,J-07b,J-07a,,,I-54b,I-54a,I-07b,I-07a,,,,,H-54b,H-54a,H-07b,H-07a,,,G-54b,G-54a,G-07b,G-07a,,,F-54b,F-54a,F-07b,F-07a,,,E-54b,E-54a,E-07b,E-07a,,,D-54b,D-54a,D-07b,D-07a,,,C-54b,C-54a,C-07b,C-07a,,,B-54b,B-54a,B-07b,B-07a,,,,,,,AF-47,AF-06,,,AE-47,AE-06,,,AD-47,AD-06,,,AC-47,AC-06,,,AB-47,AB-06,,,,
,,,,,R-55a,R-06a,,,,,Q-55a,Q-06a,,,,,P-55a,P-06a,,,,,,,O-55a,O-06a,,,,,N-55a,N-06a,,,,,M-55a,M-06a,,,,,L-55a,L-06a,,,,,K-55a,K-06a,,,,,J-55a,J-06a,,,,,I-55a,I-06a,,,,,,,H-55a,H-06a,,,,,G-55a,G-06a,,,,,F-55a,F-06a,,,,,E-55a,E-06a,,,,,D-55a,D-06a,,,,,C-55a,C-06a,,,,,B-55a,B-06a,,,,,,,,AF-47,AF-06,,,AE-47,AE-06,,,AD-47,AD-06,,,AC-47,AC-06,,,AB-47,AB-06,,,,
,,,,,R-55b,R-06b,,,,,Q-55b,Q-06b,,,,,P-55b,P-06b,,,,,,,O-55b,O-06b,,,,,N-55b,N-06b,,,,,M-55b,M-06b,,,,,L-55b,L-06b,,,,,K-55b,K-06b,,,,,J-55b,J-06b,,,,,I-55b,I-06b,,,,,,,H-55b,H-06b,,,,,G-55b,G-06b,,,,,F-55b,F-06b,,,,,E-55b,E-06b,,,,,D-55b,D-06b,,,,,C-55b,C-06b,,,,,B-55b,B-06b,,,,,,,,AF-48,AF-05,,,AE-48,AE-05,,,AD-48,AD-05,,,AC-48,AC-05,,,AB-48,AB-05,,,,
,,,,,R-56a,R-05a,,,,,Q-56a,Q-05a,,,,,P-56a,P-05a,,,,,,,O-56a,O-05a,,,,,N-56a,N-05a,,,,,M-56a,M-05a,,,,,L-56a,L-05a,,,,,K-56a,K-05a,,,,,J-56a,J-05a,,,,,I-56a,I-05a,,,,,,,H-56a,H-05a,,,,,G-56a,G-05a,,,,,F-56a,F-05a,,,,,E-56a,E-05a,,,,,D-56a,D-05a,,,,,C-56a,C-05a,,,,,B-56a,B-05a,,,,,,,,AF-48,AF-05,,,AE-48,AE-05,,,AD-48,AD-05,,,AC-48,AC-05,,,AB-48,AB-05,,,,
,,,,,R-56b,R-05b,,,,,Q-56b,Q-05b,,,,,P-56b,P-05b,,,,,,,O-56b,O-05b,,,,,N-56b,N-05b,,,,,M-56b,M-05b,,,,,L-56b,L-05b,,,,,K-56b,K-05b,,,,,J-56b,J-05b,,,,,I-56b,I-05b,,,,,,,H-56b,H-05b,,,,,G-56b,G-05b,,,,,F-56b,F-05b,,,,,E-56b,E-05b,,,,,D-56b,D-05b,,,,,C-56b,C-05b,,,,,B-56b,B-05b,,,,,,,,AF-49,AF-04,,,AE-49,AE-04,,,AD-49,AD-04,,,AC-49,AC-04,,,AB-49,AB-04,,,,
,,,,,R-57a,R-04a,,,,,Q-57a,Q-04a,,,,,P-57a,P-04a,,,,,,,O-57a,O-04a,,,,,N-57a,N-04a,,,,,M-57a,M-04a,,,,,L-57a,L-04a,,,,,K-57a,K-04a,,,,,J-57a,J-04a,,,,,I-57a,I-04a,,,,,,,H-57a,H-04a,,,,,G-57a,G-04a,,,,,F-57a,F-04a,,,,,E-57a,E-04a,,,,,D-57a,D-04a,,,,,C-57a,C-04a,,,,,B-57a,B-04a,,,,,,,,AF-49,AF-04,,,AE-49,AE-04,,,AD-49,AD-04,,,AC-49,AC-04,,,AB-49,AB-04,,,,
,,,,,R-57b,R-04b,,,,,Q-57b,Q-04b,,,,,P-57b,P-04b,,,,,,,O-57b,O-04b,,,,,N-57b,N-04b,,,,,M-57b,M-04b,,,,,L-57b,L-04b,,,,,K-57b,K-04b,,,,,J-57b,J-04b,,,,,I-57b,I-04b,,,,,,,H-57b,H-04b,,,,,G-57b,G-04b,,,,,F-57b,F-04b,,,,,E-57b,E-04b,,,,,D-57b,D-04b,,,,,C-57b,C-04b,,,,,B-57b,B-04b,,,,,,,,AF-50,AF-03,,,AE-50,AE-03,,,AD-50,AD-03,,,AC-50,AC-03,,,AB-50,AB-03,,,,
,,,,,R-58a,R-03a,,,,,Q-58a,Q-03a,,,,,P-58a,P-03a,,,,,,,O-58a,O-03a,,,,,N-58a,N-03a,,,,,M-58a,M-03a,,,,,L-58a,L-03a,,,,,K-58a,K-03a,,,,,J-58a,J-03a,,,,,I-58a,I-03a,,,,,,,H-58a,H-03a,,,,,G-58a,G-03a,,,,,F-58a,F-03a,,,,,E-58a,E-03a,,,,,D-58a,D-03a,,,,,C-58a,C-03a,,,,,B-58a,B-03a,,,,,,,,AF-50,AF-03,,,AE-50,AE-03,,,AD-50,AD-03,,,AC-50,AC-03,,,AB-50,AB-03,,,,
,,,,,R-58b,R-03b,,,,,Q-58b,Q-03b,,,,,P-58b,P-03b,,,,,,,O-58b,O-03b,,,,,N-58b,N-03b,,,,,M-58b,M-03b,,,,,L-58b,L-03b,,,,,K-58b,K-03b,,,,,J-58b,J-03b,,,,,I-58b,I-03b,,,,,,,H-58b,H-03b,,,,,G-58b,G-03b,,,,,F-58b,F-03b,,,,,E-58b,E-03b,,,,,D-58b,D-03b,,,,,C-58b,C-03b,,,,,B-58b,B-03b,,,,,,,,AF-51,AF-02,,,AE-51,AE-02,,,AD-51,AD-02,,,AC-51,AC-02,,,AB-51,AB-02,,,,
,,,,,R-59a,R-02a,,,,,Q-59a,Q-02a,,,,,P-59a,P-02a,,,,,,,O-59a,O-02a,,,,,N-59a,N-02a,,,,,M-59a,M-02a,,,,,L-59a,L-02a,,,,,K-59a,K-02a,,,,,J-59a,J-02a,,,,,I-59a,I-02a,,,,,,,H-59a,H-02a,,,,,G-59a,G-02a,,,,,F-59a,F-02a,,,,,E-59a,E-02a,,,,,D-59a,D-02a,,,,,C-59a,C-02a,,,,,B-59a,B-02a,,,,,,,,AF-51,AF-02,,,AE-51,AE-02,,,AD-51,AD-02,,,AC-51,AC-02,,,AB-51,AB-02,,,,
,,,,,R-59b,R-02b,,,,,Q-59b,Q-02b,,,,,P-59b,P-02b,,,,,,,O-59b,O-02b,,,,,N-59b,N-02b,,,,,M-59b,M-02b,,,,,L-59b,L-02b,,,,,K-59b,K-02b,,,,,J-59b,J-02b,,,,,I-59b,I-02b,,,,,,,H-59b,H-02b,,,,,G-59b,G-02b,,,,,F-59b,F-02b,,,,,E-59b,E-02b,,,,,D-59b,D-02b,,,,,C-59b,C-02b,,,,,B-59b,B-02b,,,,,,,,AF-52,AF-01,,,AE-52,AE-01,,,AD-52,AD-01,,,AC-52,AC-01,,,AB-52,AB-01,,,,
,,,,R-60a,R-60b,R-01a,R-01b,,,Q-60a,Q-60b,Q-01a,Q-01b,,,P-60a,P-60b,P-01a,P-01b,,,,,O-60a,O-60b,O-01a,O-01b,,,N-60a,N-60b,N-01a,N-01b,,,M-60a,M-60b,M-01a,M-01b,,,L-60a,L-60b,L-01a,L-01b,,,K-60a,K-60b,K-01a,K-01b,,,J-60a,J-60b,J-01a,J-01b,,,I-60a,I-60b,I-01a,I-01b,,,,,H-60a,H-60b,H-01a,H-01b,,,G-60a,G-60b,G-01a,G-01b,,,F-60a,F-60b,F-01a,F-01b,,,E-60a,E-60b,E-01a,E-01b,,,D-60a,D-60b,D-01a,D-01b,,,C-60a,C-60b,C-01a,C-01b,,,B-60a,B-60b,B-01a,B-01b,,,,,,,AF-52,AF-01,,,AE-52,AE-01,,,AD-52,AD-01,,,AC-52,AC-01,,,AB-52,AB-01,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,A-40b,A-40a,A-39b,A-39a,A-38b,A-38a,,A-37b,A-37a,A-36b,A-36a,,A-35b,A-35a,A-34b,A-34a,A-33b,A-33a,A-32b,A-32a,A-31b,A-31a,A-30b,A-30a,A-29b,A-29a,A-28b,A-28a,A-27b,A-27a,A-26b,A-26a,A-25b,A-25a,A-24b,A-24a,A-23b,A-23a,A-22b,A-22a,A-21b,A-21a,,,,,,,,A-20b,A-20a,A-19b,A-19a,A-18b,A-18a,A-17b,A-17a,,A-16b,A-16a,A-15b,A-15a,A-14b,A-14a,A-13b,A-13a,,A-12b,A-12a,A-11b,A-11a,A-10b,A-10a,A-09b,A-09a,A-08b,A-08a,A-07b,A-07a,A-06b,A-06a,A-05b,A-05a,A-04b,A-04a,A-03b,A-03a,A-02b,A-02a,A-01b,A-01a,,,,,,,,AA-10,AA-09,AA-08,AA-07,,,AA-06,AA-05,AA-04,,AA-03,AA-02,AA-01,,,
